Timestamp,Delta_ms
2025-09-30T18:19:14.8118636Z,1,02
2025-09-30T18:19:14.8184034Z,0,00
2025-09-30T18:19:14.8244409Z,1,00
2025-09-30T18:19:14.8281547Z,1,52
2025-09-30T18:19:14.8499575Z,20,29
2025-09-30T18:19:14.8566306Z,1,53
2025-09-30T18:19:14.8626634Z,0,00
2025-09-30T18:19:14.8692209Z,1,02
2025-09-30T18:19:14.8850763Z,1,53
2025-09-30T18:19:14.8965957Z,4,05
2025-09-30T18:19:14.9117005Z,0,00
2025-09-30T18:19:14.9167392Z,1,51
2025-09-30T18:19:14.9217781Z,2,01
2025-09-30T18:19:14.9303641Z,0,53
2025-09-30T18:19:14.9373923Z,1,01
2025-09-30T18:19:14.9449474Z,1,01
2025-09-30T18:19:14.9499881Z,3,53
2025-09-30T18:19:14.9550803Z,2,57
2025-09-30T18:19:14.9646883Z,1,51
2025-09-30T18:19:14.9692060Z,1,01
2025-09-30T18:19:14.9742674Z,1,02
2025-09-30T18:19:14.9777654Z,0,00
2025-09-30T18:19:14.9812873Z,1,02
2025-09-30T18:19:14.9889006Z,0,00
2025-09-30T18:19:14.9975237Z,1,02
2025-09-30T18:19:15.0015342Z,0,99
2025-09-30T18:19:15.0151516Z,1,01
2025-09-30T18:19:15.0206784Z,0,00
2025-09-30T18:19:15.0247069Z,1,51
2025-09-30T18:19:15.0438440Z,9,08
2025-09-30T18:19:15.0488848Z,0,00
2025-09-30T18:19:15.0539691Z,1,52
2025-09-30T18:19:15.0589912Z,1,01
2025-09-30T18:19:15.0737431Z,2,52
2025-09-30T18:19:15.0834057Z,1,54
2025-09-30T18:19:15.0899511Z,0,99
2025-09-30T18:19:15.1001446Z,3,12
2025-09-30T18:19:15.1116656Z,15,19
2025-09-30T18:19:15.1195199Z,1,12
2025-09-30T18:19:15.1306877Z,1,53
2025-09-30T18:19:15.1386656Z,2,15
2025-09-30T18:19:15.1453452Z,1,02
2025-09-30T18:19:15.1545291Z,2,09
2025-09-30T18:19:15.1600749Z,1,00
2025-09-30T18:19:15.1712253Z,2,01
2025-09-30T18:19:15.1812895Z,1,01
2025-09-30T18:19:15.1939107Z,0,00
2025-09-30T18:19:15.1979578Z,1,01
